YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 06 22 06 00 242  4.1  4.8  0.59  4.55  3.95 999 1009.4  11.0 999.0 999.0 99.0 99.00
2006 06 22 07 00 247  5.3  5.9  0.53  5.00  3.92 999 1009.6  11.4 999.0 999.0 99.0 99.00
2006 06 22 08 00 229  4.4  4.8  0.48  4.76  3.81 999 1010.3  11.1 999.0 999.0 99.0 99.00
2006 06 22 09 00 267  5.3  5.8  0.47  4.00  3.60 999 1011.1  11.0 999.0 999.0 99.0 99.00
2006 06 22 10 00 279  5.1  5.8  0.46  3.57  3.49 999 1012.1  10.7 999.0 999.0 99.0 99.00
2006 06 22 11 00 304  4.4  5.0  0.44  3.57  3.42 999 1013.0  10.8 999.0 999.0 99.0 99.00
2006 06 22 12 00   2  5.3  6.1  0.45  4.00  3.44 999 1014.5  10.8 999.0 999.0 99.0 99.00
2006 06 22 13 00  27  5.8  6.7  0.40  4.00  3.51 999 1016.1   9.4 999.0 999.0 99.0 99.00
2006 06 22 14 00  34  8.4 10.0  0.42  2.50  3.03 999 1017.6   9.9 999.0 999.0 99.0 99.00
2006 06 22 15 00  51  5.4  6.0  0.50  3.13  3.04 999 1019.8   9.6 999.0 999.0 99.0 99.00
2006 06 22 16 00  69  4.9  5.5  0.40  2.86  3.08 999 1021.0   9.3 999.0 999.0 99.0 99.00
2006 06 22 17 00  78  3.2  3.5  0.39  3.33  3.19 999 1021.8   9.2 999.0 999.0 99.0 99.00
2006 06 22 18 00  84  4.3  5.0  0.40  3.57  3.39 999 1022.0   9.8 999.0 999.0 99.0 99.00
2006 06 22 19 00 106  3.3  3.7  0.35  4.00  3.43 999 1022.1   8.9 999.0 999.0 99.0 99.00
2006 06 22 20 00 118  2.4  2.8  0.34  4.00  3.42 999 1022.4   9.1 999.0 999.0 99.0 99.00
2006 06 22 21 00 190  1.9  2.3  0.30  3.57  3.45 999 1022.3   9.9 999.0 999.0 99.0 99.00
2006 06 22 22 00 216  1.9  2.0  0.29  4.00  3.45 999 1022.1   9.9 999.0 999.0 99.0 99.00
2006 06 22 23 00 196  2.2  2.3  0.26  3.85  3.46 999 1022.3  10.2 999.0 999.0 99.0 99.00
2006 06 23 00 00 201  2.5  2.8  0.22  3.70  3.34 999 1022.5  10.3 999.0 999.0 99.0 99.00
2006 06 23 01 00 200  2.8  3.2  0.18  3.70  3.30 999 1022.5  10.3 999.0 999.0 99.0 99.00
2006 06 23 02 00 213  2.4  2.6  0.16  3.57  3.31 999 1022.6  10.2 999.0 999.0 99.0 99.00
2006 06 23 03 00 248  2.0  2.3  0.16  3.23  3.26 999 1022.8  10.9 999.0 999.0 99.0 99.00
2006 06 23 04 00 359  0.7  1.1  0.00  0.00  0.00 999 1023.0  10.0 999.0 999.0 99.0 99.00
2006 06 23 05 00 180  0.1  0.4  0.00  0.00  0.00 999 1023.0  10.1 999.0 999.0 99.0 99.00
2006 06 23 06 00 179  1.4  1.5  0.00  0.00  0.00 999 1023.1  10.7 999.0 999.0 99.0 99.00
2006 06 23 07 00 187  2.3  2.3  0.00  0.00  0.00 999 1023.0  10.2 999.0 999.0 99.0 99.00
2006 06 23 08 00 179  2.5  2.7  0.00  0.00  0.00 999 1022.6   9.7 999.0 999.0 99.0 99.00
2006 06 23 09 00 195  3.6  4.0  0.00  0.00  0.00 999 1022.7  10.0 999.0 999.0 99.0 99.00
2006 06 23 10 00 204  3.7  4.0  0.00  0.00  0.00 999 1022.8   9.7 999.0 999.0 99.0 99.00
2006 06 23 11 00 192  3.6  4.0  0.00  0.00  0.00 999 1022.8   9.8 999.0 999.0 99.0 99.00
2006 06 23 12 00 215  4.6  4.8  0.00  0.00  0.00 999 1023.3  10.1 999.0 999.0 99.0 99.00
2006 06 23 13 00 188  3.2  3.4  0.00  0.00  0.00 999 1023.5  10.5 999.0 999.0 99.0 99.00
2006 06 23 14 00 189  4.0  4.3  0.00  0.00  0.00 999 1023.4  10.0 999.0 999.0 99.0 99.00
2006 06 23 15 00 201  3.9  4.2  0.00  0.00  0.00 999 1022.9  10.2 999.0 999.0 99.0 99.00
2006 06 23 16 00 204  3.6  4.1 99.00 99.00 99.00 999 1022.7  10.0 999.0 999.0 99.0 99.00
2006 06 23 17 00 207  4.2  4.5  0.30  3.33  3.11 999 1022.2  11.2 999.0 999.0 99.0 99.00
2006 06 23 18 00 203  3.3  3.6  0.33  3.45  3.11 999 1021.7  11.3 999.0 999.0 99.0 99.00
2006 06 23 19 00 178  3.3  3.6  0.36  3.45  3.21 999 1021.1  10.9 999.0 999.0 99.0 99.00
2006 06 23 20 00 199  4.2  4.5  0.36  3.45  3.28 999 1020.4  11.8 999.0 999.0 99.0 99.00
2006 06 23 21 00 206  3.8  4.3  0.35  3.70  3.35 999 1019.7  12.9 999.0 999.0 99.0 99.00
2006 06 23 22 00 195  3.3  3.5  0.29  3.70  3.29 999 1019.1  12.4 999.0 999.0 99.0 99.00
2006 06 23 23 00 212  3.6  3.8  0.26  3.57  3.27 999 1018.9  13.3 999.0 999.0 99.0 99.00
2006 06 24 00 00 332  4.7  5.0  0.28  3.57  3.21 999 1019.4  12.7 999.0 999.0 99.0 99.00
2006 06 24 01 00 357  2.8  3.2  0.23  3.45  3.16 999 1019.0  13.5 999.0 999.0 99.0 99.00
2006 06 24 02 00 180  0.1  0.8  0.20  3.45  3.21 999 1018.4  13.6 999.0 999.0 99.0 99.00
2006 06 24 03 00 225  2.9  3.0  0.20  3.45  3.17 999 1018.8  11.2 999.0 999.0 99.0 99.00
2006 06 24 04 00 210  3.2  3.9  0.20  3.33  3.16 999 1019.3  10.8 999.0 999.0 99.0 99.00
2006 06 24 05 00 209  3.6  3.9  0.19  3.70  3.20 999 1019.3  11.0 999.0 999.0 99.0 99.00
2006 06 24 06 00 220  2.7  3.1  0.20  3.23  3.18 999 1019.3  11.2 999.0 999.0 99.0 99.00
2006 06 24 07 00 222  2.8  3.5  0.17  3.03  3.13 999 1019.4  11.2 999.0 999.0 99.0 99.00
2006 06 24 08 00 248  2.5  2.8  0.00  0.00  0.00 999 1019.4  11.3 999.0 999.0 99.0 99.00
2006 06 24 09 00 266  2.2  2.4  0.00  0.00  0.00 999 1019.5  11.5 999.0 999.0 99.0 99.00
2006 06 24 10 00 290  1.5  1.6  0.00  0.00  0.00 999 1019.4  11.8 999.0 999.0 99.0 99.00
2006 06 24 11 00 313  1.0  1.2  0.00  0.00  0.00 999 1019.4  11.9 999.0 999.0 99.0 99.00
2006 06 24 12 00 309  0.8  0.9  0.00  0.00  0.00 999 1019.8  11.9 999.0 999.0 99.0 99.00
2006 06 24 13 00 254  0.9  2.0  0.00  0.00  0.00 999 1020.4  10.8 999.0 999.0 99.0 99.00
2006 06 24 14 00 233  1.3  1.4  0.00  0.00  0.00 999 1020.8  11.4 999.0 999.0 99.0 99.00
2006 06 24 15 00 221  1.8  2.2  0.00  0.00  0.00 999 1021.0  10.9 999.0 999.0 99.0 99.00
2006 06 24 16 00 259  0.5  0.6  0.00  0.00  0.00 999 1021.1  12.0 999.0 999.0 99.0 99.00
2006 06 24 17 00  17  0.4  0.7  0.00  0.00  0.00 999 1021.1  12.4 999.0 999.0 99.0 99.00
2006 06 24 18 00  49  0.6  1.3  0.00  0.00  0.00 999 1021.0  14.3 999.0 999.0 99.0 99.00
2006 06 24 19 00  48  1.6  1.9  0.00  0.00  0.00 999 1020.6  12.7 999.0 999.0 99.0 99.00
2006 06 24 20 00  95  1.1  1.3  0.00  0.00  0.00 999 1020.0  13.3 999.0 999.0 99.0 99.00
2006 06 24 21 00 122  1.3  1.8  0.00  0.00  0.00 999 1020.1  13.9 999.0 999.0 99.0 99.00
2006 06 24 22 00 110  2.1  2.4  0.00  0.00  0.00 999 1020.1  13.1 999.0 999.0 99.0 99.00
2006 06 24 23 00  77  3.6  4.1  0.00  0.00  0.00 999 1019.7  12.4 999.0 999.0 99.0 99.00
2006 06 25 00 00  98  1.7  2.3  0.00  0.00  0.00 999 1020.2  12.0 999.0 999.0 99.0 99.00
2006 06 25 01 00  74  1.7  2.2  0.00  0.00  0.00 999 1020.5  11.5 999.0 999.0 99.0 99.00
2006 06 25 02 00   3  4.4  5.0  0.00  0.00  0.00 999 1020.6  11.3 999.0 999.0 99.0 99.00
2006 06 25 03 00  23  3.4  3.8  0.00  0.00  0.00 999 1020.8  11.3 999.0 999.0 99.0 99.00
2006 06 25 04 00  19  3.0  3.2  0.00  0.00  0.00 999 1021.1  11.4 999.0 999.0 99.0 99.00
2006 06 25 05 00  24  3.4  3.6  0.00  0.00  0.00 999 1021.4  11.2 999.0 999.0 99.0 99.00
2006 06 25 06 00  30  4.1  4.5  0.00  0.00  0.00 999 1021.5  11.3 999.0 999.0 99.0 99.00
2006 06 25 07 00  28  3.9  4.3  0.00  0.00  0.00 999 1021.4  11.0 999.0 999.0 99.0 99.00
2006 06 25 08 00  93  2.0  2.3  0.00  0.00  0.00 999 1021.7  10.6 999.0 999.0 99.0 99.00
2006 06 25 09 00  44  3.6  4.0  0.00  0.00  0.00 999 1021.6  10.8 999.0 999.0 99.0 99.00
2006 06 25 10 00 114  3.5  3.8  0.00  0.00  0.00 999 1022.0  10.1 999.0 999.0 99.0 99.00
2006 06 25 11 00  93  3.2  3.6  0.00  0.00  0.00 999 1022.4  11.4 999.0 999.0 99.0 99.00
2006 06 25 12 00  90  3.1  3.3  0.00  0.00  0.00 999 1022.8  11.9 999.0 999.0 99.0 99.00
2006 06 25 13 00 103  3.0  3.2  0.00  0.00  0.00 999 1023.1  11.6 999.0 999.0 99.0 99.00
2006 06 25 14 00  99  2.6  2.7  0.00  0.00  0.00 999 1023.4  12.2 999.0 999.0 99.0 99.00
2006 06 25 15 00  79  1.2  1.3  0.00  0.00  0.00 999 1023.7  12.6 999.0 999.0 99.0 99.00
2006 06 25 16 00   9  3.4  3.7  0.00  0.00  0.00 999 1024.2  11.6 999.0 999.0 99.0 99.00
2006 06 25 17 00   8  2.8  2.9  0.00  0.00  0.00 999 1024.4  11.1 999.0 999.0 99.0 99.00
2006 06 25 19 00  10  2.0  2.3  0.00  0.00  0.00 999 1024.2  11.8 999.0 999.0 99.0 99.00
2006 06 25 20 00  30  1.4  1.5  0.00  0.00  0.00 999 1024.0  12.6 999.0 999.0 99.0 99.00
2006 06 25 21 00  33  0.9  1.1  0.00  0.00  0.00 999 1023.9  13.5 999.0 999.0 99.0 99.00
2006 06 25 22 00  59  0.7  0.7  0.00  0.00  0.00 999 1023.4  14.4 999.0 999.0 99.0 99.00
2006 06 25 23 00 358  0.7  0.8  0.00  0.00  0.00 999 1023.1  15.6 999.0 999.0 99.0 99.00
2006 06 26 00 00   2  1.0  1.1  0.00  0.00  0.00 999 1022.9  15.9 999.0 999.0 99.0 99.00
2006 06 26 01 00 347  1.7  1.9  0.00  0.00  0.00 999 1022.6  16.0 999.0 999.0 99.0 99.00
2006 06 26 02 00 339  2.9  2.9  0.00  0.00  0.00 999 1022.4  15.6 999.0 999.0 99.0 99.00
2006 06 26 03 00 347  2.6  3.0  0.00  0.00  0.00 999 1022.5  14.8 999.0 999.0 99.0 99.00
2006 06 26 04 00  13  0.8  3.0  0.00  0.00  0.00 999 1022.5  14.5 999.0 999.0 99.0 99.00
2006 06 26 05 00 190  2.4  2.5  0.00  0.00  0.00 999 1022.7  13.1 999.0 999.0 99.0 99.00
2006 06 26 06 00 192  2.9  3.2  0.00  0.00  0.00 999 1022.5  12.5 999.0 999.0 99.0 99.00
2006 06 26 07 00 233  2.6  2.8  0.00  0.00  0.00 999 1022.0  12.6 999.0 999.0 99.0 99.00
2006 06 26 08 00 219  2.7  3.1  0.00  0.00  0.00 999 1021.8  12.1 999.0 999.0 99.0 99.00
2006 06 26 09 00 222  2.0  2.3  0.00  0.00  0.00 999 1021.6  12.0 999.0 999.0 99.0 99.00
2006 06 26 10 00 239  2.8  3.0  0.00  0.00  0.00 999 1021.1  12.6 999.0 999.0 99.0 99.00
2006 06 26 11 00 237  2.2  2.2  0.00  0.00  0.00 999 1020.8  12.3 999.0 999.0 99.0 99.00
2006 06 26 12 00 194  3.2  3.6  0.00  0.00  0.00 999 1020.5  12.5 999.0 999.0 99.0 99.00
2006 06 26 13 00 202  3.7  4.0  0.00  0.00  0.00 999 1020.5  12.4 999.0 999.0 99.0 99.00
2006 06 26 14 00 232  3.7  3.9  0.00  0.00  0.00 999 1020.4  12.9 999.0 999.0 99.0 99.00
2006 06 26 15 00 191  3.6  4.2  0.00  0.00  0.00 999 1020.3  12.6 999.0 999.0 99.0 99.00
2006 06 26 16 00 201  2.9  3.5  0.00  0.00  0.00 999 1020.0  12.6 999.0 999.0 99.0 99.00
2006 06 26 17 00 201  2.6  2.8  0.00  0.00  0.00 999 1019.4  12.6 999.0 999.0 99.0 99.00
2006 06 26 18 00 181  3.0  3.3  0.00  0.00  0.00 999 1018.6  13.1 999.0 999.0 99.0 99.00
2006 06 26 19 00 177  3.5  3.8  0.00  0.00  0.00 999 1017.6  13.8 999.0 999.0 99.0 99.00
2006 06 26 20 00 160  3.0  3.3  0.00  0.00  0.00 999 1017.0  13.9 999.0 999.0 99.0 99.00
2006 06 26 21 00 150  4.0  4.6  0.00  0.00  0.00 999 1016.6  14.4 999.0 999.0 99.0 99.00
2006 06 26 22 00 153  3.8  4.1  0.00  0.00  0.00 999 1015.9  14.9 999.0 999.0 99.0 99.00
2006 06 26 23 00 143  4.1  4.4  0.00  0.00  0.00 999 1015.3  15.3 999.0 999.0 99.0 99.00
2006 06 27 00 00   7  4.3  5.4  0.00  0.00  0.00 999 1015.4  16.0 999.0 999.0 99.0 99.00
2006 06 27 01 00  16  5.6  6.6  0.00  0.00  0.00 999 1015.1  15.2 999.0 999.0 99.0 99.00
2006 06 27 02 00  30  4.6  5.4  0.00  0.00  0.00 999 1015.7  14.1 999.0 999.0 99.0 99.00
2006 06 27 03 00  69  4.3  5.2  0.00  0.00  0.00 999 1016.0  13.6 999.0 999.0 99.0 99.00
2006 06 27 04 00  27  1.2  1.5  0.00  0.00  0.00 999 1016.1  14.3 999.0 999.0 99.0 99.00
2006 06 27 05 00 345  3.7  4.1  0.00  0.00  0.00 999 1015.3  13.9 999.0 999.0 99.0 99.00
2006 06 27 06 00 345  3.1  3.7  0.00  0.00  0.00 999 1015.2  13.8 999.0 999.0 99.0 99.00
2006 06 27 07 00 334  3.1  3.8  0.00  0.00  0.00 999 1015.2  13.3 999.0 999.0 99.0 99.00
2006 06 27 08 00 331  3.7  4.2  0.00  0.00  0.00 999 1015.0  13.4 999.0 999.0 99.0 99.00
2006 06 27 09 00 348  3.4  3.8  0.00  0.00  0.00 999 1014.8  13.7 999.0 999.0 99.0 99.00
2006 06 27 10 00  54  2.4  2.9  0.00  0.00  0.00 999 1015.1  12.5 999.0 999.0 99.0 99.00
2006 06 27 11 00 320  1.0  1.3  0.00  0.00  0.00 999 1015.3  12.7 999.0 999.0 99.0 99.00
2006 06 27 12 00 360  1.7  1.9  0.00  0.00  0.00 999 1015.2  12.8 999.0 999.0 99.0 99.00
2006 06 27 13 00 339  0.5  0.6  0.00  0.00  0.00 999 1015.3  12.6 999.0 999.0 99.0 99.00
2006 06 27 14 00 312  2.0  2.3  0.00  0.00  0.00 999 1015.7  12.5 999.0 999.0 99.0 99.00
2006 06 27 15 00 319  2.4  2.8  0.00  0.00  0.00 999 1016.0  12.8 999.0 999.0 99.0 99.00
2006 06 27 16 00 325  3.0  3.2  0.00  0.00  0.00 999 1015.8  13.1 999.0 999.0 99.0 99.00
2006 06 27 17 00   8  2.2  2.7  0.00  0.00  0.00 999 1015.9  13.3 999.0 999.0 99.0 99.00
2006 06 27 18 00 312  1.5  1.8  0.00  0.00  0.00 999 1015.8  13.8 999.0 999.0 99.0 99.00
2006 06 27 19 00  27  0.6  0.9  0.00  0.00  0.00 999 1015.9  14.3 999.0 999.0 99.0 99.00
2006 06 27 20 00 263  1.6  2.0  0.00  0.00  0.00 999 1015.7  15.2 999.0 999.0 99.0 99.00
2006 06 27 21 00 286  2.2  2.6  0.00  0.00  0.00 999 1015.9  15.5 999.0 999.0 99.0 99.00
2006 06 27 22 00 298  0.4  1.4  0.00  0.00  0.00 999 1015.9  16.8 999.0 999.0 99.0 99.00
2006 06 27 23 00 326  2.9  3.2  0.00  0.00  0.00 999 1015.6  15.9 999.0 999.0 99.0 99.00
2006 06 28 00 00 337  2.7  3.0  0.00  0.00  0.00 999 1015.5  15.4 999.0 999.0 99.0 99.00
2006 06 28 01 00 355  2.1  2.2  0.00  0.00  0.00 999 1015.5  14.9 999.0 999.0 99.0 99.00
2006 06 28 02 00  13  1.5  1.9  0.00  0.00  0.00 999 1015.7  14.6 999.0 999.0 99.0 99.00
2006 06 28 03 00  98  0.7  1.2  0.16  3.13  2.95 999 1016.5  14.5 999.0 999.0 99.0 99.00
2006 06 28 04 00 105  0.5  1.0  0.17  3.23  3.09 999 1016.9  14.3 999.0 999.0 99.0 99.00
2006 06 28 05 00 235  2.6  3.2  0.15  3.13  3.05 999 1017.0  14.4 999.0 999.0 99.0 99.00
2006 06 28 06 00 243  2.2  2.3  0.00  0.00  0.00 999 1017.1  14.1 999.0 999.0 99.0 99.00
2006 06 28 07 00 291  2.6  3.3  0.00  0.00  0.00 999 1017.3  14.4 999.0 999.0 99.0 99.00
2006 06 28 08 00 316  2.7  2.8  0.00  0.00  0.00 999 1017.0  14.9 999.0 999.0 99.0 99.00
2006 06 28 09 00 320  2.5  2.7  0.00  0.00  0.00 999 1016.8  14.5 999.0 999.0 99.0 99.00
2006 06 28 10 00 180  0.1  0.3  0.00  0.00  0.00 999 1017.3  14.3 999.0 999.0 99.0 99.00
2006 06 28 11 00 356  1.3  1.4  0.00  0.00  0.00 999 1017.7  14.5 999.0 999.0 99.0 99.00
2006 06 28 12 00 351  2.8  3.1  0.00  0.00  0.00 999 1018.6  14.2 999.0 999.0 99.0 99.00
2006 06 28 13 00 358  1.7  2.2  0.00  0.00  0.00 999 1019.2  14.3 999.0 999.0 99.0 99.00
2006 06 28 14 00 340  1.5  1.7  0.00  0.00  0.00 999 1019.6  14.6 999.0 999.0 99.0 99.00
2006 06 28 15 00 298  1.0  1.3  0.00  0.00  0.00 999 1019.7  14.9 999.0 999.0 99.0 99.00
2006 06 28 16 00 253  0.6  0.7  0.00  0.00  0.00 999 1019.7  15.4 999.0 999.0 99.0 99.00
2006 06 28 17 00 240  1.5  1.8  0.00  0.00  0.00 999 1019.7  16.1 999.0 999.0 99.0 99.00
2006 06 28 18 00 226  1.7  1.9  0.00  0.00  0.00 999 1019.6  16.1 999.0 999.0 99.0 99.00
2006 06 28 19 00 210  3.2  3.8  0.00  0.00  0.00 999 1019.1  15.9 999.0 999.0 99.0 99.00
2006 06 28 20 00 223  3.1  3.5  0.00  0.00  0.00 999 1019.0  15.8 999.0 999.0 99.0 99.00
2006 06 28 21 00 243  3.3  3.7  0.00  0.00  0.00 999 1019.1  15.8 999.0 999.0 99.0 99.00
2006 06 28 22 00 238  3.5  3.9  0.00  0.00  0.00 999 1018.8  16.0 999.0 999.0 99.0 99.00
2006 06 28 23 00 256  2.4  2.6  0.00  0.00  0.00 999 1018.9  16.0 999.0 999.0 99.0 99.00
2006 06 29 00 00 239  3.5  3.7  0.00  0.00  0.00 999 1018.5  16.2 999.0 999.0 99.0 99.00
2006 06 29 01 00 240  2.4  2.7  0.00  0.00  0.00 999 1018.5  16.3 999.0 999.0 99.0 99.00
2006 06 29 02 00 215  2.3  3.0  0.00  0.00  0.00 999 1018.8  15.8 999.0 999.0 99.0 99.00
2006 06 29 03 00 165  2.3  2.7  0.00  0.00  0.00 999 1019.5  19.0 999.0 999.0 99.0 99.00
2006 06 29 04 00 236  4.0  4.5  0.00  0.00  0.00 999 1019.4  16.8 999.0 999.0 99.0 99.00
2006 06 29 05 00 228  5.7  6.2  0.00  0.00  0.00 999 1019.0  16.8 999.0 999.0 99.0 99.00
2006 06 29 06 00 232  4.9  5.6  0.00  0.00  0.00 999 1019.0  16.3 999.0 999.0 99.0 99.00
2006 06 29 07 00 249  4.6  5.2  0.00  0.00  0.00 999 1018.8  16.2 999.0 999.0 99.0 99.00
2006 06 29 08 00 253  4.3  4.8  0.20  2.94  2.98 999 1018.7  16.0 999.0 999.0 99.0 99.00
2006 06 29 09 00 268  4.8  5.1  0.23  3.13  3.04 999 1018.6  15.7 999.0 999.0 99.0 99.00
2006 06 29 10 00 280  4.7  5.3  0.21  3.23  2.95 999 1018.8  16.1 999.0 999.0 99.0 99.00
2006 06 29 11 00 286  5.4  6.2  0.24  3.03  2.89 999 1018.9  16.1 999.0 999.0 99.0 99.00
2006 06 29 12 00 274  4.7  5.3  0.34  3.33  3.04 999 1019.5  15.8 999.0 999.0 99.0 99.00
2006 06 29 13 00 273  4.6  5.1  0.31  3.33  3.13 999 1019.6  16.0 999.0 999.0 99.0 99.00
2006 06 29 14 00 270  4.3  4.9  0.37  3.70  3.22 999 1019.9  15.9 999.0 999.0 99.0 99.00
2006 06 29 15 00 268  5.6  6.4  0.42  3.70  3.23 999 1020.0  15.9 999.0 999.0 99.0 99.00
2006 06 29 16 00 264  5.0  5.5  0.43  3.57  3.24 999 1019.8  15.9 999.0 999.0 99.0 99.00
2006 06 29 17 00 244  4.2  4.8  0.43  3.70  3.31 999 1019.9  15.5 999.0 999.0 99.0 99.00
2006 06 29 18 00 232  4.4  4.9  0.40  3.70  3.33 999 1019.6  15.7 999.0 999.0 99.0 99.00
2006 06 29 19 00 231  4.4  5.1  0.41  3.85  3.36 999 1019.1  16.5 999.0 999.0 99.0 99.00
2006 06 29 20 00 206  3.9  4.3  0.36  3.85  3.36 999 1018.6  16.3 999.0 999.0 99.0 99.00
2006 06 29 21 00 213  4.6  5.4  0.38  4.00  3.42 999 1018.2  16.6 999.0 999.0 99.0 99.00
2006 06 29 22 00 204  4.1  4.6  0.36  3.85  3.41 999 1017.7  16.9 999.0 999.0 99.0 99.00
2006 06 29 23 00 217  4.4  4.8  0.31  3.85  3.35 999 1017.0  17.3 999.0 999.0 99.0 99.00
2006 06 30 00 00 218  4.3  4.8  0.28  3.57  3.29 999 1016.7  17.3 999.0 999.0 99.0 99.00
2006 06 30 01 00 209  4.3  4.6  0.28  3.57  3.23 999 1016.2  17.3 999.0 999.0 99.0 99.00
2006 06 30 02 00 221  2.4  2.6  0.24  3.45  3.19 999 1016.6  16.5 999.0 999.0 99.0 99.00
2006 06 30 03 00 196  1.4  1.7  0.22  3.33  3.13 999 1017.2  16.8 999.0 999.0 99.0 99.00
2006 06 30 04 00 258  2.0  2.7  0.21  3.33  3.08 999 1016.9  17.6 999.0 999.0 99.0 99.00
2006 06 30 05 00 341  1.0  1.4  0.17  3.23  3.00 999 1016.7  17.6 999.0 999.0 99.0 99.00
2006 06 30 06 00 279  1.5  1.6  0.00  0.00  0.00 999 1016.3  17.7 999.0 999.0 99.0 99.00
2006 06 30 07 00 228  2.0  2.3  0.00  0.00  0.00 999 1016.0  16.8 999.0 999.0 99.0 99.00
2006 06 30 08 00 239  2.3  2.6  0.00  0.00  0.00 999 1015.9  16.5 999.0 999.0 99.0 99.00
2006 06 30 09 00 240  1.9  2.3  0.00  0.00  0.00 999 1015.6  16.3 999.0 999.0 99.0 99.00
2006 06 30 10 00 220  2.5  2.7  0.00  0.00  0.00 999 1015.7  16.0 999.0 999.0 99.0 99.00
2006 06 30 11 00 251  2.7  3.2  0.00  0.00  0.00 999 1016.1  15.8 999.0 999.0 99.0 99.00
2006 06 30 12 00 262  3.6  3.9  0.00  0.00  0.00 999 1016.3  16.1 999.0 999.0 99.0 99.00
2006 06 30 13 00 231  2.5  3.0  0.00  0.00  0.00 999 1016.5  16.0 999.0 999.0 99.0 99.00
2006 06 30 14 00 226  2.6  3.0  0.00  0.00  0.00 999 1016.3  16.1 999.0 999.0 99.0 99.00
2006 06 30 15 00 210  2.6  3.1  0.00  0.00  0.00 999 1016.1  16.0 999.0 999.0 99.0 99.00
2006 06 30 16 00 230  1.8  2.4  0.00  0.00  0.00 999 1016.1  16.3 999.0 999.0 99.0 99.00
2006 06 30 17 00 189  1.8  1.9  0.00  0.00  0.00 999 1016.1  16.7 999.0 999.0 99.0 99.00
2006 06 30 18 00 155  0.9  1.1  0.00  0.00  0.00 999 1015.7  18.0 999.0 999.0 99.0 99.00
2006 06 30 19 00 142  0.6  0.7  0.00  0.00  0.00 999 1015.5  18.8 999.0 999.0 99.0 99.00
2006 06 30 20 00 180  0.0  0.0  0.00  0.00  0.00 999 1015.2  20.2 999.0 999.0 99.0 99.00
2006 06 30 21 00  76  1.9  2.0  0.00  0.00  0.00 999 1014.7  20.1 999.0 999.0 99.0 99.00
2006 06 30 22 00  84  3.0  3.5  0.00  0.00  0.00 999 1014.1  19.6 999.0 999.0 99.0 99.00
2006 06 30 23 00  95  3.3  3.7  0.00  0.00  0.00 999 1013.7  18.7 999.0 999.0 99.0 99.00
2006 07 01 00 00 107  3.7  4.2  0.00  0.00  0.00 999 1013.4  17.4 999.0 999.0 99.0 99.00
2006 07 01 01 00 110  3.8  4.4  0.00  0.00  0.00 999 1013.0  16.4 999.0 999.0 99.0 99.00
2006 07 01 02 00 122  4.0  4.6  0.00  0.00  0.00 999 1012.7  16.5 999.0 999.0 99.0 99.00
2006 07 01 03 00 123  3.1  3.5  0.00  0.00  0.00 999 1012.8  16.6 999.0 999.0 99.0 99.00
2006 07 01 04 00 129  4.4  5.1  0.00  0.00  0.00 999 1012.1  16.8 999.0 999.0 99.0 99.00
2006 07 01 05 00 132  5.3  5.8  0.00  0.00  0.00 999 1011.3  18.1 999.0 999.0 99.0 99.00
2006 07 01 06 00 135  5.4  6.0  0.00  0.00  0.00 999 1010.2  17.7 999.0 999.0 99.0 99.00
2006 07 01 07 00 152  5.4  6.5  0.00  0.00  0.00 999 1009.3  17.4 999.0 999.0 99.0 99.00
2006 07 01 08 00 162  5.1  5.5  0.15  2.63  2.69 999 1008.3  17.2 999.0 999.0 99.0 99.00
2006 07 01 09 00 171  6.2  7.0  0.00  0.00  0.00 999 1007.3  17.7 999.0 999.0 99.0 99.00
2006 07 01 10 00 185  8.2  9.3  0.20  2.56  2.82 999 1006.5  17.5 999.0 999.0 99.0 99.00
2006 07 01 11 00 206  8.3  9.6  0.45  2.70  2.83 999 1005.9  17.9 999.0 999.0 99.0 99.00
2006 07 01 12 00 229  7.0  7.9  0.55  3.23  3.07 999 1006.1  17.0 999.0 999.0 99.0 99.00
2006 07 01 13 00 223  6.7  7.6  0.64  3.70  3.41 999 1004.4  17.0 999.0 999.0 99.0 99.00
2006 07 01 14 00 219  7.9 10.3  0.67  3.70  3.49 999 1003.8  16.9 999.0 999.0 99.0 99.00
2006 07 01 15 00 235  9.4 11.1  0.60  4.00  3.56 999 1003.3  18.1 999.0 999.0 99.0 99.00
2006 07 01 16 00 259  9.7 10.9  0.75  4.35  3.67 999 1003.4  18.2 999.0 999.0 99.0 99.00
2006 07 01 17 00 259  9.3 10.7  0.90  4.76  3.75 999 1003.8  18.1 999.0 999.0 99.0 99.00
2006 07 01 18 00 257  9.3 10.9  1.17  4.55  4.02 999 1003.8  18.0 999.0 999.0 99.0 99.00
2006 07 01 19 00 259  8.8 10.2  1.24  4.76  4.20 999 1004.1  17.8 999.0 999.0 99.0 99.00
2006 07 01 20 00 262  9.6 10.7  1.19  5.00  4.11 999 1004.4  18.2 999.0 999.0 99.0 99.00
2006 07 01 21 00 266  7.9  8.6  0.99  4.55  3.89 999 1004.9  17.7 999.0 999.0 99.0 99.00
2006 07 01 22 00 272  6.1  6.7  0.79  4.76  3.81 999 1005.2  17.3 999.0 999.0 99.0 99.00
