YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 08 15 10 00 301  7.8  9.1  0.68  4.00  3.47 999 1013.9  16.4  17.3 999.0 99.0 99.00
2006 08 15 11 00 296  7.1  8.8  0.66  3.85  3.45 999 1014.7  16.1  17.0 999.0 99.0 99.00
2006 08 15 12 00 302  8.2  9.4  0.61  3.85  3.29 999 1015.0  16.1  16.8 999.0 99.0 99.00
2006 08 15 13 00 302  7.3  8.3  0.61  3.45  3.25 999 1015.8  16.0  16.6 999.0 99.0 99.00
2006 08 15 14 00 301  6.6  7.8  0.54  3.70  3.23 999 1016.3  15.8  16.4 999.0 99.0 99.00
2006 08 15 15 00 288  6.1  6.9  0.46  3.57  3.23 999 1016.7  15.9  16.3 999.0 99.0 99.00
2006 08 15 16 00 270  6.8  7.6  0.38  4.00  3.25 999 1017.2  16.1  16.3 999.0 99.0 99.00
2006 08 15 17 00 256  6.2  7.0  0.37  4.00  3.28 999 1017.3  16.5  16.4 999.0 99.0 99.00
2006 08 15 18 00 245  6.5  7.9  0.41  4.00  3.31 999 1017.2  16.7  16.5 999.0 99.0 99.00
2006 08 15 19 00 243  6.4  7.3  0.45  3.85  3.29 999 1017.1  17.1  16.2 999.0 99.0 99.00
2006 08 15 20 00 233  5.9  7.0  0.58  4.17  3.56 999 1017.1  17.7  16.3 999.0 99.0 99.00
2006 08 15 21 00 221  4.8  5.4  0.51  4.17  3.61 999 1016.9  18.0  16.2 999.0 99.0 99.00
2006 08 15 22 00 216  5.3  6.0  0.45  3.85  3.53 999 1016.9  17.8  16.1 999.0 99.0 99.00
2006 08 15 23 00 215  5.9  6.4  0.38  3.57  3.29 999 1017.0  18.1  17.1 999.0 99.0 99.00
2006 08 16 00 00 202  5.4  6.0  0.32  3.45  3.13 999 1017.0  18.5  17.5 999.0 99.0 99.00
2006 08 16 01 00 198  5.0  5.4  0.29  2.94  3.04 999 1017.1  18.6  17.6 999.0 99.0 99.00
2006 08 16 02 00 203  5.1  5.6  0.24  2.94  2.97 999 1017.4  18.8  17.5 999.0 99.0 99.00
2006 08 16 03 00 202  3.8  4.4  0.19  2.70  3.02 999 1017.8  18.6  17.3 999.0 99.0 99.00
2006 08 16 04 00 202  3.1  3.6  0.19  2.50  3.03 999 1018.1  18.6  17.1 999.0 99.0 99.00
2006 08 16 05 00 228  2.7  3.4  0.18  3.33  3.13 999 1018.4  18.5  16.7 999.0 99.0 99.00
2006 08 16 06 00 210  1.9  2.2  0.19  3.23  3.15 999 1019.0  17.8  16.7 999.0 99.0 99.00
2006 08 16 07 00 179  2.2  2.6  0.16  3.23  3.20 999 1019.0  17.9  16.9 999.0 99.0 99.00
2006 08 16 08 00 191  4.4  5.0  0.00  0.00  0.00 999 1019.1  18.3  17.1 999.0 99.0 99.00
2006 08 16 09 00 177  4.4  5.0  0.00  0.00  0.00 999 1019.2  18.2  17.1 999.0 99.0 99.00
2006 08 16 10 00 187  4.4  5.0  0.17  2.50  3.05 999 1019.3  18.0  17.1 999.0 99.0 99.00
2006 08 16 11 00 191  4.3  4.9  0.18  2.63  3.03 999 1020.0  17.8  17.0 999.0 99.0 99.00
2006 08 16 12 00 195  4.9  5.6  0.19  2.70  2.87 999 1020.3  17.9  16.7 999.0 99.0 99.00
2006 08 16 13 00 180  2.8  3.5  0.25  2.86  2.88 999 1020.6  17.6  16.3 999.0 99.0 99.00
2006 08 16 14 00 137  3.4  3.7  0.31  2.94  2.91 999 1020.7  17.3  16.1 999.0 99.0 99.00
2006 08 16 15 00 153  4.1  4.6  0.33  2.94  3.00 999 1020.5  18.2  16.2 999.0 99.0 99.00
2006 08 16 16 00 161  3.3  4.1  0.28  2.94  2.96 999 1020.7  18.5  17.4 999.0 99.0 99.00
2006 08 16 17 00 147  2.6  3.0  0.27  2.94  2.96 999 1020.5  18.9  17.8 999.0 99.0 99.00
2006 08 16 18 00 148  3.1  3.4  0.27  3.03  2.96 999 1020.1  18.8  17.9 999.0 99.0 99.00
2006 08 16 19 00 149  2.1  2.7  0.25  3.03  2.97 999 1019.7  19.1  18.0 999.0 99.0 99.00
2006 08 16 20 00 130  2.9  3.2  0.20  2.94  2.92 999 1019.0  19.6  18.1 999.0 99.0 99.00
2006 08 16 21 00 132  2.2  2.6  0.18  2.86  2.93 999 1018.6  20.1  18.4 999.0 99.0 99.00
2006 08 16 22 00 145  2.4  2.6  0.16  3.13  3.06 999 1018.3  20.2  18.8 999.0 99.0 99.00
2006 08 16 23 00 146  3.3  3.6  0.00  0.00  0.00 999 1018.1  20.9  18.6 999.0 99.0 99.00
2006 08 17 00 00 143  3.4  3.7  0.00  0.00  0.00 999 1017.7  20.3  18.1 999.0 99.0 99.00
2006 08 17 01 00 148  4.8  5.2  0.00  0.00  0.00 999 1017.0  20.4  17.8 999.0 99.0 99.00
2006 08 17 02 00 158  4.4  4.7  0.00  0.00  0.00 999 1016.7  20.3  17.4 999.0 99.0 99.00
2006 08 17 03 00 169  3.7  3.9  0.00  0.00  0.00 999 1017.3  19.9  17.1 999.0 99.0 99.00
2006 08 17 04 00 180  4.4  4.9  0.00  0.00  0.00 999 1017.3  20.3  17.2 999.0 99.0 99.00
2006 08 17 05 00 176  4.0  4.3  0.00  0.00  0.00 999 1017.7  19.6  17.7 999.0 99.0 99.00
2006 08 17 06 00 176  3.5  3.9  0.00  0.00  0.00 999 1017.9  20.0  17.6 999.0 99.0 99.00
2006 08 17 07 00 181  4.9  5.3  0.16  2.50  2.71 999 1017.7  20.1  17.7 999.0 99.0 99.00
2006 08 17 08 00 172  4.9  5.5  0.17  2.94  2.83 999 1017.5  19.9  17.8 999.0 99.0 99.00
2006 08 17 09 00 163  4.1  4.4  0.00  0.00  0.00 999 1017.4  19.3  17.9 999.0 99.0 99.00
2006 08 17 10 00 177  4.3  4.6  0.00  0.00  0.00 999 1017.2  19.3  17.9 999.0 99.0 99.00
2006 08 17 11 00 191  4.5  4.9  0.00  0.00  0.00 999 1017.8  19.1  17.8 999.0 99.0 99.00
2006 08 17 12 00 189  4.5  4.9  0.00  0.00  0.00 999 1018.3  19.0  17.5 999.0 99.0 99.00
2006 08 17 13 00 187  5.3  6.2  0.00  0.00  0.00 999 1018.0  18.9  17.4 999.0 99.0 99.00
2006 08 17 14 00 202  5.7  6.3  0.00  0.00  0.00 999 1017.7  19.7  17.3 999.0 99.0 99.00
2006 08 17 16 00 193  5.3  6.3  0.20  2.50  2.75 999 1017.3  19.3  17.3 999.0 99.0 99.00
2006 08 17 17 00 204  4.1  5.2  0.24  2.86  2.91 999 1017.3  19.1  16.8 999.0 99.0 99.00
2006 08 17 18 00 217  2.8  3.2  0.30  3.03  2.98 999 1017.1  18.9  16.4 999.0 99.0 99.00
2006 08 17 19 00 188  5.0  5.7  0.26  3.13  3.10 999 1016.9  19.6  16.4 999.0 99.0 99.00
2006 08 17 20 00 191  3.1  3.4  0.25  3.13  3.13 999 1017.0  19.5  16.7 999.0 99.0 99.00
2006 08 17 21 00 322  1.1  1.6  0.23  3.13  2.97 999 1016.7  20.0  17.1 999.0 99.0 99.00
2006 08 17 22 00 105  2.4  2.7  0.20  3.03  2.96 999 1016.5  19.9  17.8 999.0 99.0 99.00
2006 08 17 23 00 166  2.2  2.3  0.00  0.00  0.00 999 1016.3  20.1  17.9 999.0 99.0 99.00
2006 08 18 00 00 163  2.7  2.8  0.18  2.86  3.10 999 1016.1  19.9  18.1 999.0 99.0 99.00
2006 08 18 01 00 201  4.5  5.5  0.16  2.70  3.03 999 1016.5  19.8  18.2 999.0 99.0 99.00
2006 08 18 02 00 225  6.3  7.1  0.19  2.50  2.79 999 1017.3  19.6  17.9 999.0 99.0 99.00
2006 08 18 03 00 220  6.6  7.5  0.34  2.86  2.83 999 1017.7  19.4  18.0 999.0 99.0 99.00
2006 08 18 04 00 229  5.9  6.7  0.45  3.45  3.13 999 1017.5  19.3  17.9 999.0 99.0 99.00
2006 08 18 05 00 221  7.1  7.8  0.56  3.70  3.30 999 1017.4  19.2  17.7 999.0 99.0 99.00
2006 08 18 06 00 225  5.8  6.6  0.61  3.70  3.40 999 1017.6  19.0  17.7 999.0 99.0 99.00
2006 08 18 07 00 224  6.0  6.8  0.67  3.85  3.54 999 1017.6  18.8  17.6 999.0 99.0 99.00
2006 08 18 08 00 229  5.0  5.6  0.62  3.85  3.53 999 1017.7  18.4  17.0 999.0 99.0 99.00
2006 08 18 09 00 238  6.6  7.7  0.55  4.35  3.46 999 1017.7  18.3  16.3 999.0 99.0 99.00
2006 08 18 10 00 235  6.3  6.9  0.53  4.17  3.49 999 1017.2  17.9  15.7 999.0 99.0 99.00
2006 08 18 11 00 237  4.6  5.2  0.48  3.85  3.51 999 1017.2  17.6  15.8 999.0 99.0 99.00
2006 08 18 12 00 244  4.9  5.5  0.49  4.17  3.64 999 1017.9  17.5  16.0 999.0 99.0 99.00
2006 08 18 13 00 230  4.9  5.4  0.53  4.35  3.67 999 1017.9  17.4  15.8 999.0 99.0 99.00
2006 08 18 14 00 222  3.3  3.9  0.55  4.00  3.74 999 1018.1  17.3  16.4 999.0 99.0 99.00
2006 08 18 15 00 246  3.2  3.5  0.50  4.17  3.72 999 1018.5  17.3  15.9 999.0 99.0 99.00
2006 08 18 16 00 245  4.1  4.7  0.55  4.17  3.66 999 1018.9  17.6  16.6 999.0 99.0 99.00
2006 08 18 17 00 291  2.9  3.4  0.49  4.00  3.50 999 1018.8  17.6  17.1 999.0 99.0 99.00
2006 08 18 18 00 272  0.9  1.2  0.42  3.57  3.40 999 1018.5  18.2  17.7 999.0 99.0 99.00
2006 08 18 19 00 252  1.2  1.5  0.38  3.45  3.21 999 1018.6  18.2  18.1 999.0 99.0 99.00
2006 08 18 20 00 342  0.9  1.1  0.31  3.33  3.16 999 1018.6  19.4  18.6 999.0 99.0 99.00
2006 08 18 21 00 351  2.6  3.1  0.24  3.45  3.09 999 1018.5  18.9  18.7 999.0 99.0 99.00
2006 08 18 22 00 118  0.4  0.8  0.22  3.13  3.06 999 1018.2  18.7  18.3 999.0 99.0 99.00
2006 08 18 23 00   8  2.8  3.4  0.18  3.03  3.07 999 1017.9  18.3  17.7 999.0 99.0 99.00
2006 08 19 00 00  15  2.2  2.8  0.15  2.94  3.08 999 1018.0  17.9  17.5 999.0 99.0 99.00
2006 08 19 01 00  19  3.8  4.1  0.00  0.00  0.00 999 1017.8  17.8  17.3 999.0 99.0 99.00
2006 08 19 02 00  23  3.0  3.3  0.00  0.00  0.00 999 1018.1  17.9  17.0 999.0 99.0 99.00
2006 08 19 03 00  29  3.5  3.8  0.00  0.00  0.00 999 1018.2  18.0  16.7 999.0 99.0 99.00
2006 08 19 04 00  34  2.3  2.4  0.00  0.00  0.00 999 1018.4  18.0  16.8 999.0 99.0 99.00
2006 08 19 05 00  25  6.0  6.7  0.00  0.00  0.00 999 1017.9  18.8  16.7 999.0 99.0 99.00
2006 08 19 06 00  23  4.1  4.6  0.00  0.00  0.00 999 1018.2  18.1  17.0 999.0 99.0 99.00
2006 08 19 07 00  10  8.5  9.8  0.21  2.70  2.77 999 1017.9  18.4  17.4 999.0 99.0 99.00
2006 08 19 08 00  28  8.6  9.8  0.53  3.45  3.24 999 1017.5  17.4  17.4 999.0 99.0 99.00
2006 08 19 09 00  23  7.8  9.1  0.84  4.17  3.88 999 1017.7  17.1  17.5 999.0 99.0 99.00
2006 08 19 10 00  18  5.1  6.6  0.94  5.00  4.18 999 1018.8  17.1  17.5 999.0 99.0 99.00
2006 08 19 11 00  19  6.3  7.8  0.93  4.55  4.22 999 1018.9  17.3  17.6 999.0 99.0 99.00
2006 08 19 12 00  35  4.2  5.1  0.77  5.00  4.08 999 1018.5  17.7  17.5 999.0 99.0 99.00
2006 08 19 13 00  26  3.7  4.4  0.64  4.55  3.92 999 1018.7  17.5  17.4 999.0 99.0 99.00
2006 08 19 14 00 353  4.3  5.2  0.49  4.17  3.72 999 1019.1  17.0  17.4 999.0 99.0 99.00
2006 08 19 15 00   3  4.5  5.1  0.46  4.17  3.55 999 1019.3  17.1  17.4 999.0 99.0 99.00
2006 08 19 16 00 337  3.6  4.4  0.40  3.57  3.34 999 1019.7  16.8  17.4 999.0 99.0 99.00
2006 08 19 17 00  12  1.7  2.1  0.43  3.33  3.34 999 1020.0  17.1  17.4 999.0 99.0 99.00
2006 08 19 18 00 343  1.3  1.7  0.38  3.57  3.31 999 1019.9  17.4  17.9 999.0 99.0 99.00
2006 08 19 19 00 122  1.4  1.7  0.41  3.85  3.42 999 1019.7  18.2  18.8 999.0 99.0 99.00
2006 08 19 20 00 239  1.8  2.2  0.40  3.85  3.39 999 1019.4  18.0  18.4 999.0 99.0 99.00
2006 08 19 21 00 226  1.7  2.0  0.34  3.85  3.48 999 1019.2  18.4  19.1 999.0 99.0 99.00
2006 08 19 22 00 238  1.3  1.8  0.35  3.85  3.52 999 1019.1  18.7  19.3 999.0 99.0 99.00
2006 08 19 23 00 180  0.0  0.3  0.34  3.85  3.56 999 1019.0  19.7  19.2 999.0 99.0 99.00
2006 08 20 00 00 108  1.4  1.8  0.34  4.17  3.68 999 1018.9  18.5  19.2 999.0 99.0 99.00
2006 08 20 01 00 161  0.9  1.3  0.38  4.76  3.97 999 1018.7  18.4  19.2 999.0 99.0 99.00
2006 08 20 02 00 165  1.7  1.9  0.42  5.00  4.36 999 1019.0  18.3  19.0 999.0 99.0 99.00
2006 08 20 03 00 162  2.6  2.9  0.38  5.26  4.36 999 1019.1  18.3  19.0 999.0 99.0 99.00
2006 08 20 04 00 182  2.6  2.8  0.38  5.56  4.51 999 1019.1  18.1  18.5 999.0 99.0 99.00
2006 08 20 05 00 166  2.8  3.2  0.32  5.00  4.43 999 1019.0  18.1  18.5 999.0 99.0 99.00
2006 08 20 06 00 179  2.9  3.2  0.29  5.56  4.32 999 1019.1  18.0  18.3 999.0 99.0 99.00
2006 08 20 07 00 190  3.0  3.4  0.31  5.00  4.33 999 1019.0  17.9  18.2 999.0 99.0 99.00
2006 08 20 08 00 206  2.3  2.7  0.29  4.76  4.09 999 1019.0  17.8  17.8 999.0 99.0 99.00
2006 08 20 09 00 217  2.1  2.5  0.28  4.55  3.88 999 1019.0  17.5  17.3 999.0 99.0 99.00
2006 08 20 10 00 255  1.7  2.0  0.26  4.55  3.84 999 1019.0  17.3  17.2 999.0 99.0 99.00
2006 08 20 11 00 305  1.6  1.7  0.25  4.35  3.63 999 1019.3  16.8  17.1 999.0 99.0 99.00
2006 08 20 12 00 282  1.0  1.3  0.21  4.35  3.65 999 1019.6  17.0  17.2 999.0 99.0 99.00
2006 08 20 13 00 260  1.8  2.0  0.20  4.17  3.54 999 1019.8  17.1  17.1 999.0 99.0 99.00
2006 08 20 14 00 257  2.4  2.9  0.17  4.00  3.43 999 1020.0  17.5  17.4 999.0 99.0 99.00
2006 08 20 15 00 253  2.6  2.9  0.17  4.00  3.29 999 1019.9  17.7  17.6 999.0 99.0 99.00
2006 08 20 16 00 272  3.6  4.2  0.19  3.03  3.20 999 1019.8  17.5  17.9 999.0 99.0 99.00
2006 08 20 17 00 237  3.2  3.6  0.19  2.86  3.11 999 1019.9  17.7  18.1 999.0 99.0 99.00
2006 08 20 18 00 232  4.6  5.2  0.19  2.86  3.06 999 1019.8  17.8  18.3 999.0 99.0 99.00
2006 08 20 19 00 224  4.0  4.3  0.17  2.63  3.02 999 1019.3  18.4  18.5 999.0 99.0 99.00
2006 08 20 20 00 213  4.6  5.1  0.00  0.00  0.00 999 1018.6  18.8  18.8 999.0 99.0 99.00
2006 08 20 21 00 213  4.7  5.6  0.00  0.00  0.00 999 1018.1  19.2  18.9 999.0 99.0 99.00
2006 08 20 22 00 213  3.5  3.9  0.00  0.00  0.00 999 1017.8  19.4  18.8 999.0 99.0 99.00
2006 08 20 23 00 203  5.1  5.7  0.16  2.63  3.00 999 1017.1  20.1  18.4 999.0 99.0 99.00
2006 08 21 00 00 200  3.7  4.1  0.16  2.86  2.90 999 1016.5  19.7  17.9 999.0 99.0 99.00
2006 08 21 01 00 194  4.2  4.6  0.00  0.00  0.00 999 1015.5  19.9  17.7 999.0 99.0 99.00
2006 08 21 02 00 187  4.2  4.7  0.00  0.00  0.00 999 1015.8  19.5  17.7 999.0 99.0 99.00
2006 08 21 03 00 185  4.2  4.5  0.00  0.00  0.00 999 1016.0  19.3  17.6 999.0 99.0 99.00
2006 08 21 04 00 182  4.0  4.5  0.17  3.33  3.00 999 1016.2  18.9  17.4 999.0 99.0 99.00
2006 08 21 05 00 221  6.3  7.5  0.18  2.56  2.89 999 1015.8  19.7  17.6 999.0 99.0 99.00
2006 08 21 06 00 222  6.5  7.3  0.33  2.86  2.96 999 1015.6  19.6  18.1 999.0 99.0 99.00
2006 08 21 07 00 225  7.5  8.7  0.55  3.45  3.22 999 1015.4  19.4  18.2 999.0 99.0 99.00
2006 08 21 08 00 221  7.9  8.9  0.73  3.70  3.44 999 1014.9  19.2  18.2 999.0 99.0 99.00
2006 08 21 09 00 229  7.3  8.6  0.78  4.00  3.57 999 1014.8  19.1  18.1 999.0 99.0 99.00
2006 08 21 10 00 223  7.0  7.9  0.76  4.35  3.59 999 1014.6  18.9  18.0 999.0 99.0 99.00
2006 08 21 11 00 229  7.0  7.8  0.75  4.00  3.57 999 1014.5  18.9  17.8 999.0 99.0 99.00
2006 08 21 12 00 230  7.8  8.8  0.75  4.35  3.58 999 1014.9  18.9  17.3 999.0 99.0 99.00
2006 08 21 13 00 253  6.6  7.8  0.73  4.55  3.63 999 1015.1  18.7  17.1 999.0 99.0 99.00
2006 08 21 14 00 280  5.8  6.4  0.74  4.35  3.60 999 1015.7  18.0  16.9 999.0 99.0 99.00
2006 08 21 15 00 275  5.5  6.0  0.64  4.35  3.73 999 1016.6  17.7  16.6 999.0 99.0 99.00
2006 08 21 16 00 280  5.7  6.1  0.58  4.17  3.63 999 1017.4  17.9  16.6 999.0 99.0 99.00
2006 08 21 17 00 272  4.9  5.3  0.55  4.17  3.73 999 1018.0  17.8  16.7 999.0 99.0 99.00
2006 08 21 18 00 271  4.3  4.6  0.58  4.35  3.91 999 1018.1  18.2  16.9 999.0 99.0 99.00
2006 08 21 19 00 263  5.5  6.4  0.56  4.55  3.96 999 1018.3  19.0  17.1 999.0 99.0 99.00
2006 08 21 20 00 255  4.8  5.5  0.57  4.35  3.79 999 1018.1  18.5  17.0 999.0 99.0 99.00
2006 08 21 21 00 241  5.5  6.7  0.56  4.35  3.77 999 1017.8  18.9  17.3 999.0 99.0 99.00
2006 08 21 22 00 247  5.5  6.4  0.56  4.35  3.63 999 1017.8  19.2  17.7 999.0 99.0 99.00
2006 08 21 23 00 248  5.9  7.1  0.57  4.00  3.64 999 1017.9  19.3  17.8 999.0 99.0 99.00
2006 08 22 00 00 260  6.1  6.9  0.49  4.00  3.42 999 1017.8  19.5  18.0 999.0 99.0 99.00
2006 08 22 01 00 271  4.8  5.7  0.45  3.70  3.28 999 1018.0  19.1  18.1 999.0 99.0 99.00
2006 08 22 02 00 287  4.2  4.7  0.44  3.45  3.29 999 1018.7  18.9  18.0 999.0 99.0 99.00
2006 08 22 03 00 295  2.9  3.1  0.35  3.45  3.14 999 1019.3  18.6  18.0 999.0 99.0 99.00
2006 08 22 04 00 316  3.3  3.8  0.28  3.23  3.05 999 1019.7  18.6  17.5 999.0 99.0 99.00
2006 08 22 05 00 330  3.8  4.2  0.20  3.13  3.02 999 1020.3  18.0  17.1 999.0 99.0 99.00
2006 08 22 06 00   3  3.5  3.8  0.17  3.13  3.05 999 1020.8  18.0  17.0 999.0 99.0 99.00
2006 08 22 07 00   7  1.5  1.8  0.00  0.00  0.00 999 1021.0  17.3  16.7 999.0 99.0 99.00
2006 08 22 08 00  18  2.1  2.2  0.00  0.00  0.00 999 1021.1  17.7  16.6 999.0 99.0 99.00
2006 08 22 09 00   2  2.9  3.3  0.00  0.00  0.00 999 1021.0  17.1  16.7 999.0 99.0 99.00
2006 08 22 10 00   7  3.0  3.4  0.00  0.00  0.00 999 1021.1  16.9  16.7 999.0 99.0 99.00
2006 08 22 11 00  38  3.2  3.9  0.00  0.00  0.00 999 1021.3  17.1  16.6 999.0 99.0 99.00
2006 08 22 12 00  70  3.0  3.5  0.00  0.00  0.00 999 1021.4  17.5  16.9 999.0 99.0 99.00
2006 08 22 13 00  82  2.9  3.2  0.00  0.00  0.00 999 1021.5  17.8  17.0 999.0 99.0 99.00
2006 08 22 14 00 124  1.6  1.9  0.00  0.00  0.00 999 1021.9  18.2  17.5 999.0 99.0 99.00
2006 08 22 15 00 139  1.3  1.5  0.00  0.00  0.00 999 1022.1  18.7  18.3 999.0 99.0 99.00
2006 08 22 16 00 227  1.4  1.7  0.00  0.00  0.00 999 1022.3  18.4  18.9 999.0 99.0 99.00
2006 08 22 17 00 350  1.6  1.9  0.00  0.00  0.00 999 1022.0  17.8  18.9 999.0 99.0 99.00
2006 08 22 18 00 322  1.1  1.4  0.00  0.00  0.00 999 1021.6  17.8  19.2 999.0 99.0 99.00
2006 08 22 19 00 227  2.3  2.8  0.00  0.00  0.00 999 1021.3  17.9  19.3 999.0 99.0 99.00
2006 08 22 20 00 221  5.0  5.6  0.00  0.00  0.00 999 1020.7  18.2  18.9 999.0 99.0 99.00
2006 08 22 21 00 235  4.5  5.1 99.00 99.00 99.00 999 1020.2  18.9  19.4 999.0 99.0 99.00
2006 08 22 22 00 236  4.0  4.4  0.00  0.00  0.00 999 1020.0  19.3  18.7 999.0 99.0 99.00
2006 08 22 23 00 226  3.6  4.1  0.00  0.00  0.00 999 1019.5  19.4  18.1 999.0 99.0 99.00
2006 08 23 00 00 222  4.4  5.1  0.22  2.78  2.81 999 1019.1  19.4  17.9 999.0 99.0 99.00
2006 08 23 01 00 220  2.4  2.8  0.23  2.86  2.86 999 1019.1  18.8  17.6 999.0 99.0 99.00
2006 08 23 02 00 246  2.8  3.2  0.23  2.94  2.99 999 1019.4  18.6  17.5 999.0 99.0 99.00
2006 08 23 03 00 250  1.8  2.0  0.26  3.13  3.13 999 1019.7  18.2  17.4 999.0 99.0 99.00
2006 08 23 04 00 277  2.2  2.6  0.26  3.57  3.15 999 1019.5  18.4  17.3 999.0 99.0 99.00
2006 08 23 05 00 331  1.0  1.4  0.25  3.45  3.18 999 1018.9  18.0  17.4 999.0 99.0 99.00
2006 08 23 06 00 349  0.7  1.0  0.24  3.33  3.15 999 1018.4  17.7  17.7 999.0 99.0 99.00
2006 08 23 07 00  86  2.0  2.4  0.20  2.78  3.04 999 1018.1  17.8  17.7 999.0 99.0 99.00
2006 08 23 08 00 156  0.8  0.9  0.18  2.70  3.07 999 1017.9  18.2  18.0 999.0 99.0 99.00
2006 08 23 09 00 191  2.0  2.1  0.19  4.17  3.36 999 1017.7  18.2  17.7 999.0 99.0 99.00
2006 08 23 10 00 136  1.1  1.4  0.18  4.35  3.33 999 1017.4  18.2  17.6 999.0 99.0 99.00
2006 08 23 11 00 132  1.6  1.7  0.16  4.35  3.38 999 1017.4  18.1  17.7 999.0 99.0 99.00
2006 08 23 12 00 116  1.6  1.9  0.19  2.50  3.13 999 1017.6  18.1  17.7 999.0 99.0 99.00
2006 08 23 13 00 170  3.2  3.9  0.24  2.86  3.07 999 1017.5  18.4  17.4 999.0 99.0 99.00
2006 08 23 14 00 202  3.1  3.4  0.25  2.70  3.04 999 1017.3  18.1  17.4 999.0 99.0 99.00
2006 08 23 15 00 241  2.6  3.4  0.27  2.70  3.06 999 1017.6  18.0  17.4 999.0 99.0 99.00
2006 08 23 16 00 141  0.2  0.7  0.32  3.13  3.01 999 1017.5  18.8  17.8 999.0 99.0 99.00
2006 08 23 17 00  97  2.2  2.6  0.31  3.13  3.05 999 1016.8  18.3  18.2 999.0 99.0 99.00
2006 08 23 18 00 148  2.5  3.1  0.33  3.33  3.12 999 1016.4  18.5  18.2 999.0 99.0 99.00
2006 08 23 19 00  64  2.4  2.7  0.28  3.03  3.10 999 1016.4  18.5  18.5 999.0 99.0 99.00
2006 08 23 20 00  62  5.3  6.1  0.24  2.86  2.97 999 1016.0  18.5  18.6 999.0 99.0 99.00
2006 08 23 21 00  78  7.7  8.6  0.21  2.94  2.89 999 1015.4  18.4  18.0 999.0 99.0 99.00
2006 08 23 22 00  87  7.0  8.1  0.36  2.63  2.83 999 1015.4  18.4  17.8 999.0 99.0 99.00
2006 08 23 23 00  82  6.8  8.3  0.50  3.23  3.08 999 1015.4  18.6  17.9 999.0 99.0 99.00
2006 08 24 00 00  75  8.3  9.9  0.60  3.33  3.19 999 1015.0  18.5  17.9 999.0 99.0 99.00
2006 08 24 01 00  74  8.6 10.0  0.79  3.85  3.57 999 1015.0  18.3  18.0 999.0 99.0 99.00
2006 08 24 02 00  76  8.8 10.3  0.92  4.35  3.80 999 1015.3  18.5  17.9 999.0 99.0 99.00
2006 08 24 03 00  83  7.9  9.1  1.02  4.55  3.97 999 1016.1  18.6  18.2 999.0 99.0 99.00
2006 08 24 04 00 104  7.2  8.7  0.98  4.76  4.12 999 1016.3  18.3  18.5 999.0 99.0 99.00
2006 08 24 05 00  97  7.2  8.7  0.97  4.76  4.14 999 1016.0  18.1  18.3 999.0 99.0 99.00
2006 08 24 06 00  85  7.2  8.5  0.98  5.00  4.18 999 1015.7  17.8  18.0 999.0 99.0 99.00
2006 08 24 07 00  87  7.5  9.0  0.97  5.00  4.19 999 1015.6  17.7  17.7 999.0 99.0 99.00
2006 08 24 08 00  88  7.6  8.6  0.94  5.00  4.04 999 1015.7  17.6  17.3 999.0 99.0 99.00
2006 08 24 09 00  95  7.1  8.2  0.88  5.00  3.95 999 1016.1  17.5  17.2 999.0 99.0 99.00
2006 08 24 10 00  86  7.6  8.9  0.91  5.00  3.97 999 1016.0  17.4  17.2 999.0 99.0 99.00
2006 08 24 11 00  85  7.6  8.9  0.91  4.76  3.84 999 1016.2  17.2  17.0 999.0 99.0 99.00
2006 08 24 12 00  85  8.5 10.3  0.92  4.55  3.78 999 1016.2  17.2  16.9 999.0 99.0 99.00
2006 08 24 13 00  86  8.4 10.0  0.97  4.35  3.71 999 1016.4  17.1  16.8 999.0 99.0 99.00
2006 08 24 14 00  84  8.2 10.0  0.91  4.35  3.66 999 1016.9  17.3  16.9 999.0 99.0 99.00
2006 08 24 15 00  88  9.1 10.5  0.96  4.35  3.71 999 1016.6  17.3  17.1 999.0 99.0 99.00
2006 08 24 16 00  86  8.4 10.1  0.91  4.55  3.69 999 1016.7  17.4  17.5 999.0 99.0 99.00
2006 08 24 17 00  80  7.9  9.0  0.87  4.55  3.63 999 1017.1  17.8  17.9 999.0 99.0 99.00
2006 08 24 18 00  78  8.8 10.0  0.86  4.35  3.69 999 1016.7  17.9  18.1 999.0 99.0 99.00
2006 08 24 19 00  74  9.5 11.5  0.97  4.35  3.83 999 1016.0  18.3  18.2 999.0 99.0 99.00
2006 08 24 20 00  76 10.1 12.0  1.07  4.35  4.00 999 1015.3  18.4  18.2 999.0 99.0 99.00
2006 08 24 21 00  71 11.2 13.6  1.28  5.00  4.28 999 1014.6  18.2  18.2 999.0 99.0 99.00
2006 08 24 22 00  77 11.7 13.6  1.63  5.56  4.75 999 1014.5  18.0  18.2 999.0 99.0 99.00
2006 08 24 23 00  79 10.9 12.4  1.83  6.25  4.95 999 1014.5  18.0  18.1 999.0 99.0 99.00
2006 08 25 00 00  82 10.7 12.7  1.87  5.56  4.91 999 1013.8  18.0  18.0 999.0 99.0 99.00
2006 08 25 01 00  83 10.7 13.2  2.03  6.25  5.01 999 1014.1  17.6  17.9 999.0 99.0 99.00
2006 08 25 02 00  92 11.2 13.4  2.09  6.25  4.98 999 1014.7  17.7  17.7 999.0 99.0 99.00
